Customer Num,Company,"Address, City, State & Zip",Salesman Assigned,Postal Code,State License Num,On-Off Premise,City,County,Deliveryman Assigned
1571,Total Wine #523 - Alliance Center,"3101 Texas Sage Trail, Fort Worth, TX 76117",Jack Stephenson,76117,BF991075,Off Premise,Fort Worth,Tarrant,James Liston
1575,Cork & Growler,"8979 FM 423, Frisco, TX 75034",Hudson Boyd,75034,BG992056,On Premise,Frisco,Collin,Ronald Streng
1576,Shop Smoke N Beverage,"2011 W Spring Creek Parkway, Suite 50, Plano, TX 75023",Brian Schick,75023,BF892652,Off Premise,Plano,Collin,Ronald Streng
1580,Hooters - FW DT,"150 Throckmorton Street, Fort Worth, TX 76102",Taylor Coward,76102,MB978190,On Premise,Fort Worth,Tarrant,James Liston
1581,Big Papa's Cafe - Longview,"880 E Loop 281, Longview, TX 75605",Ronnie Esposito,75605,BF759432,On Premise,Longview,Gregg,East Texas Drivers
1598,Diamond Shamrock - Tyler,"2431 Loop 323 E SE, Tyler, TX 75701",Ronnie Esposito,75701,BQ831125,Off Premise,Tyler,Smith,East Texas Drivers
1599,University Pub,"3019 s University Drive, Fort Worth, TX 76102",Taylor Coward,76102,MB435354,On Premise,Fort Worth,Tarrant,Jose Vital
1600,Reservoir,"1001 FOCH STREET, Fort Worth, TX 76107",Taylor Coward,76107,MB818149,On Premise,Fort Worth,Tarrant,Ronald Streng
1601,Hops and Vines - Irving,"313 E Las Colinas Blvd, Irving, TX 75039",Nathan Zaremba,75039,BG983829,On Premise,Irving,Dallas,Joe Fronczek
1602,Nancy's Liquor,"1302 W. Kennedale Pkwy, Kennedale, TX 76060",Justin Page,76060,BF967219,Off Premise,Kennedale,Tarrant,Joe Fronczek
1616,Chicken Moto - Richardson,"2069 N Central Expressway Suite 200, Richardson, TX 75080",Harrison Boyland,75080,BG954483,On Premise,Richardson,Dallas,Joe Fronczek
1617,The Alcove - Sulphur Springs,"101 N Gilmer St., Sulphur Springs, TX 75482",Ronnie Esposito,75482,BH964272,On Premise,Sulphur Springs,Hopkins,East Texas Drivers
1618,Twin Liquor #96 - Anna,"801 CRD 286 Building 4 Suites 401-08, Anna, TX 75409",House Accounts DFW,75409,BF1021348,Off Premise,Anna,Collin,Ronald Streng
1619,Double Eagle Liquor,"8455 Boat Club Road #150, Fort Worth, TX 76179",Jeff Martin,76179,P 983273,Off Premise,Fort Worth,Tarrant,James Hall
1620,Craft Corner - Flint,"18910 FM 2493, Flint, TX 75762",Ronnie Esposito,75762,BQ827151,On Premise,Flint,Smith,East Texas Drivers
1623,T.B.D Kitchen - Lewisville,"2560 King Arthur Blvd, Lewisville, TX 75056",Nathan Zaremba,75056,RM923467,On Premise,Lewisville,Denton,Ronald Streng
1625,Brookshire Grocery #64 - Mabank,"1200 S 3rd Street, Mabank, TX 75147",Ronnie Esposito,75147,BQ567435,Off Premise,Mabank,Henderson,East Texas Drivers
1628,Old Chicago - Tyler,"405 W Southwest Loop 323, Tyler, TX 75701",Ronnie Esposito,75701,RM955992,On Premise,Tyler,Smith,East Texas Drivers
1631,THE MARKET AT LAKESIDE,"2500 LAKESIDE PARKWAY, Flower Mound, TX 75022",Jeff Martin,75022,BQ974052,Off Premise,Flower Mound,Denton,James Liston
1632,ACE High Liquor - Winona,"319 S Main St, Winona, TX 75792",Ronnie Esposito,75792,P901048,Off Premise,Winona,Smith,East Texas Drivers
1633,Meals on Wheels and Senior Services,"2133 Summer Lee Dr, Rockwall, TX 75087",House Accounts DFW,75087,SB2784664,On Premise,Rockwall,Rockwall,James Liston
1636,State Draft House - Flower Mound,"1050 Flower Mound rd, Flower Mound, TX 75028",Nathan Zaremba,75028,RM988592,On Premise,Flower Mound,Denton,Edgard Olvera
1643,Walk-On's Bistreaux & Bar - Tyler,"6525 S Broadway Ave., Tyler, TX 75703",Ronnie Esposito,75703,RM991082,On Premise,Tyler,Smith,East Texas Drivers
1644,Reggis Liquor #75 - Sherman,"2916 Hwy 75 North Suite 100, Sherman, TX 75090",Brian Schick,75090,BF987502,Off Premise,Sherman,Grayson,Jose Vital
1645,Truelove - Waco,"414 Franklin Ave., Waco, TX 76701",Mark Molkenbuhr,76701,MB762038,On Premise,Waco,McLennan,James Liston
1646,Chapman's River Bend Liquor - Waco,"5102 N 19th Street Suite 101, Waco, TX 76708",Mark Molkenbuhr,76708,BF418895,Off Premise,Waco,McLennan,James Liston
1648,Still on the Corner - Gainesville,"1030 E California St., Gainesville, TX 76240",Brian Schick,76240,BF532599,Off Premise,Gainesville,Cooke,James Liston
1649,Driggs Liquor #3 - Denison,"3000 s Woodlawn, Denison, TX 75020",Brian Schick,75020,BF056308,Off Premise,Denison,Grayson,Jose Vital
1653,Barrel And Bones - The Colony,"2801 Plano Pkwy Suite 140, The Colony, TX 75056",Hudson Boyd,75056,MB984390,On Premise,The Colony,Denton,James Liston
1654,Shax Liquor - Little Elm,"26730 US-380 Suite 200, Little Elm, TX 75068",Jeff Martin,75068,BF855230,Off Premise,Little Elm,Denton,James Liston
1659,Quick Track - Melissa,"2436 Sam Rayburn Hwy, Melissa, TX 75454",Brian Schick,75454,BQ8825588,Off Premise,Melissa,Collin,James Liston
1661,Main Street Beer and Wine - Crowley,"105 S Crowley Rd, Crowley, TX 76036",Justin Page,76036,BQ908998,Off Premise,Crowley,Tarrant,James Liston
1662,Target 2283 - Longview,"3092 N Eastman Rd., Longview, TX 75605",Ronnie Esposito,75605,BQ851256,Off Premise,Longview,Gregg,East Texas Drivers
1666,Zoli's NY PIzza - Addison,"14910 Midway Rd., Addison, TX 75001",Harrison Boyland,75001,MB844986,On Premise,Addison,Dallas,Ronald Streng
1678,Pinstack - Allen,"635 N Central Expy, Allen, TX 75013",Hudson Boyd,75013,RM967638,On Premise,Allen,Collin,Ronald Streng
1684,Woody Creek BBQ,"1776 Mall Circle, Fort Worth, TX 76116",Taylor Coward,76116,BG744652,On Premise,Fort Worth,Tarrant,Joe Fronczek
1688,R.G. Liquor Beer And Wine - Plano,"5301 Alma Drive Suite B, Plano, TX 75023",Brian Schick,75023,BF980725,Off Premise,Plano,Collin,Ronald Streng
1689,Fresh Brookshire's #801 - Tyler,"6991 Old Jacksonville Hwy, Tyler, TX 75703",Ronnie Esposito,75703,BQ827625,Off Premise,Tyler,Smith,East Texas Drivers
1691,Paradise Liquor - Denton,"6504 Hwy 380 E Crossroads, Denton, TX 76227",Jeff Martin,76227,BF976953,Off Premise,Denton,Denton,Michael Weldon
1693,McGarrities Saloon - Jefferson,"208 W Dallas St., Jefferson, TX 75657",Ronnie Esposito,75657,RM936198,On Premise,Jefferson,Marion,East Texas Drivers
1697,MH Cafe - Addison,"3870 Ponte Ave., Addison, TX 75001",Harrison Boyland,75001,RM883509,On Premise,Addison,Dallas,Ronald Streng
1700,Silver Grizzly - Longview,"100 W Tyler St., Longview, TX 75601",Ronnie Esposito,75601,BG963712,On Premise,Longview,Gregg,East Texas Drivers
1701,Target 2516 - Allen (Stacy Rd.),"150 E Stacy Rd. Suite 2402, Allen, TX 75002",Brian Schick,75002,BQ714353,Off Premise,Allen,Collin,Ronald Streng
1706,30 Burger - Texarkana,"4719 Texas Blvd., Texarkana, TX 75503",Ronnie Esposito,75503,BG969077,On Premise,Texarkana,Bowie,East Texas Drivers
1707,Heritage Wine & Spirits - Longview,"2000 N Eastman Rd., Longview, TX 75601",Courtney Cash,75601,BF963122,Off Premise,Longview,Gregg,East Texas Drivers
1708,Golden Eagle Beer and Wine - Diana,"1970 Us Highway 259 Suite 102, Diana, TX 75640",Ronnie Esposito,75640,BQ932492,Off Premise,Diana,Upshur,East Texas Drivers
1720,Lone Star Liquor - Lone Star,"304 N Main St., Lone Star, TX 75668",Ronnie Esposito,75668,BF781750,Off Premise,Lone Star,Morris,East Texas Drivers
1721,Embassy Suites - DFW Airport North,"2401 Bass Pro Dr, Grapevine, TX 76051",Nathan Zaremba,76051,MB456005,On Premise,Grapevine,Tarrant,Ronald Streng
1729,Roots Coffee - Richland Hills,"9101 TX-26 #101, Richland Hills, TX 76180",Nathan Zaremba,76180,BG970053,On Premise,Richland Hills,Tarrant,Justin Stryker
1739,Weatherford DT Business Alliance,"315 Santa Fe Dr. Amphitheater, Weatherford, TX 76086",Taylor Coward,76086,TB2788310,On Premise,Weatherford,Parker,Ronald Streng
1743,Marty B's - Bartonville,"2664 FM 407 E, Bartonville, TX 76226",Nathan Zaremba,76226,RM997637,On Premise,Bartonville,Denton,Ronald Streng
1749,Double H Package Store - Quitman,"304 Richards ST, Quitman, TX 75783",Ronnie Esposito,75783,BF919149,Off Premise,Quitman,Wood,East Texas Drivers
1751,Half Pint Taproom & Restoration Hall,"817 Ohio Ave., Witchitafalls, TX 76301",Nathan Zaremba,76301,MB984885,On Premise,Witchitafalls,Wichita,Jose Vital
1756,Industry Alley - Dallas,"1711 S Lamar St., Dallas, TX 75215",Mason Lowe,75215,MB914899,On Premise,Dallas,Dallas,James Hall
1758,Euless Food Store,"305 W Euless Blvd., Euless, TX 76040",Justin Page,76040,BQ977653,Off Premise,Euless,Tarrant,Ronald Streng
1760,The Draft in Kingwood,"23692 Eastex Fwy Suite D, Kingwood, TX 77339",Jami Ontiveros,77339,MB1008631,On Premise,Kingwood,Harris,Joe Fronczek
1764,Communion Cafe - Richardson,"514 Lockwood Dr., Richardson, TX 75080",Harrison Boyland,75080,RM982937,On Premise,Richardson,Dallas,Jose Vital
1767,Best Burger Barn - Denison,"100 W Chestnut St., Denison, TX 75021",Brian Schick,75021,MB930988,On Premise,Denison,Grayson,Jose Vital
1769,The Liquor Outpost - Fort Worth,"4300 Western Center Blvd., Fort Worth, TX 76137",Jeff Martin,76137,BF982637,On Premise,Fort Worth,Tarrant,Ronald Streng
1771,Northside Drafthouse and Eatery - Richardson,"3000 Northside Blvd. Suite 800, Richardson, TX 75080",Harrison Boyland,75080,RM995368,On Premise,Richardson,Collin,Jose Vital
1773,City Works -FW,"5288 MONAHANS AVENUE, Fort Worth, TX 76109",Taylor Coward,76109,MB995047,On Premise,Fort Worth,Tarrant,Joe Fronczek
1776,The Den - Quitman,"101 E Lipscomb St., Quitman, TX 75783",Ronnie Esposito,75783,RM997040,On Premise,Quitman,Wood,East Texas Drivers
1778,Jimmy Nardello's - Mount Pleasany,"103 N Madison Ave., Mount Pleasant, TX 75455",Ronnie Esposito,75455,BG967929,On Premise,Mount Pleasant,Titus,East Texas Drivers
1779,The Farmer's Wife - Mount Pleasant,"210 N Madison Ave., Mount Pleasant, TX 75455",Ronnie Esposito,75455,BQ967934,On Premise,Mount Pleasant,Titus,East Texas Drivers
1782,The Heights - Dallas,"2015 Abrams Pkwy, Dallas, TX 75214",Mason Lowe,75214,MB905202,On Premise,Dallas,Dallas,Joe Fronczek
1795,Hopkins Icehouse - Texarkana,"4030 Gibson Ln., Texarkana, TX 75503",Ronnie Esposito,75503,RM921524,Off Premise,Texarkana,Bowie,East Texas Drivers
1796,Hemingway's Watering Hole - Waco,"4700 Bosque Blvd., Waco, TX 76710",Mark Molkenbuhr,76710,MB467371,On Premise,Waco,McLennan,Michael Weldon
1798,Urban Alchemy - Arlington,"403 E Main St., Arlington, TX 76010",Taylor Coward,76010,BG991648,On Premise,Arlington,Tarrant,Joe Fronczek
1799,Yard House - Irving,"320 W Las Colinas Blvd. 120, Irving, TX 75039",Nathan Zaremba,75039,MB986536,On Premise,Irving,Dallas,Jose Vital
1800,FullClip Craft - Distributors,"3148 Quebec, Dallas, TX 75247",House Accounts DFW,75247,BB881941,Off Premise,Dallas,Dallas,Joe Fronczek
1801,Sunshine #3 - Sherman,"201 S Dewey Ave., Sherman, TX 75090",Brian Schick,75090,BQ611207,Off Premise,Sherman,Grayson,Joe Fronczek
1803,Duke's Icehouse - Addison,"1601 Addison Rd., Addison, TX 75001",Harrison Boyland,75001,MB999848,On Premise,Addison,Dallas,Jose Vital
1809,Sky Cinema - Dripping Springs,"166 Hargraves St., Suite A100, AUSTIN, TX 78737",Josh Jennings,78737,BG999077,On Premise,AUSTIN,Travis,Joe Castro
1810,Black Jack Package - Cumby,"227 I 30 Northeast, Comby, TX 75433",Ronnie Esposito,75433,BF549381,Off Premise,Comby,Hopkins,East Texas Drivers
1811,Big Hops Shaenfield - San Antonio,"7915 W. Loop 1604 N #112, San Antonio, TX 78254",Josh Jennings,78254,BG1001394,On Premise,San Antonio,Bexar,Joe Castro
1812,Liquor King - Greenville Ave,"105 Greenville Ave., Allen, TX 75002",Brian Schick,75002,BF1000061,Off Premise,Allen,Collin,Ronald Streng
1813,Off the Record - FW,"715 W Magnolia, Fort Worth, TX 76104",Taylor Coward,76104,MB631004,On Premise,Fort Worth,Tarrant,Jose Vital
1814,Liquor King - E Exchange,"1512 E Exchange Pkwy, Allen, TX 75002",Brian Schick,75002,BF1000059,Off Premise,Allen,Collin,Ronald Streng
1815,Market Street #685 - Legacy Dr.,"4268 Legacy Dr., Frisco, TX 75034",Brian Schick,75034,BG1004438,Off Premise,Frisco,Denton,Edgard Olvera
1816,Cambria - Elm St.,"1907 Elm St., Dallas, TX 75201",Mason Lowe,75201,MB1007505,On Premise,Dallas,Dallas,James Hall
1824,Red Brick Tavern - Conroe,"119 Simonton, Conroe, TX 77301",Jami Ontiveros,77301,MB782956,On Premise,CONROE,Montgomery,David Cash
1826,Local Boys Liquor - Wichita Falls,"2731 Southwest Pkwy, Wichita Falls, TX 76308",Nathan Zaremba,76308,BF861393,Off Premise,Wichita Falls,Wichita,Jose Vital
1831,Avery Ranch Golf Club,"10500 Avery club Dr., Austin, TX 78717",Joshua Perez,78717,MB952349,On Premise,AUSTIN,Travis,Manny Chavez
1832,Teravista Golf Club,"4333 Terravista Club Dr., ROUND ROCK, TX 78665",Joshua Perez,78665,MB1012061,On Premise,ROUND ROCK,Williamson,Manny Chavez
1833,Twilite Lounge - Wort Worth,"212 Lipscomb St., Fort Worth, TX 76104",Taylor Coward,76104,MB989723,On Premise,Fort Worth,Tarrant,Joe Fronczek
1834,Pacific Yard House - Conroe,"101 Metcalf St., CONROE, TX 77301",Jami Ontiveros,77301,MB987126,On Premise,CONROE,Montgomery,David Cash
1837,Mojo's Sports Grille - Houston,"18323 W Lake Houston Pkwy, HOUSTON, TX 77346",Jami Ontiveros,77346,MB786177,On Premise,HOUSTON,Harris,David Cash
1838,Brookshire Grocery #51 - Rice RD.,"100 Rice Road, Tyler, TX 75703",Ronnie Esposito,75703,BQ827628,Off Premise,Tyler,Smith,East Texas Drivers
1840,Brookshire Grocery #9 - Roseland Blvd,"2020 Roseland Boulevard, Tyler, TX 75701",Ronnie Esposito,75701,BQ827629,Off Premise,Tyler,Smith,East Texas Drivers
1841,Brookshire Grocery #28 - E 5th St.,"2734 E 5th Street, Tyler, TX 75707",Ronnie Esposito,75707,BQ828053,Off Premise,Tyler,Smith,East Texas Drivers
1842,Brookshire Grocery #45 - S Wheeler,"3354 Gilmer Rd., Longview, TX 75604",Ronnie Esposito,75604,BQ843813,Off Premise,Longview,Gregg,East Texas Drivers
1843,Brookshire Grocery #3 - S Main,"521 S Main St., Lindale, TX 75771",Ronnie Esposito,75771,BQ935451,Off Premise,Lindale,Smith,East Texas Drivers
1844,Brookshire Grocery #32 - HWY 243,"880 HWY 243 East, Canton, TX 75103",Ronnie Esposito,75103,BQ969177,Off Premise,Canton,Van Zandt,East Texas Drivers
1845,Brookshire Grocery #61 - HWY 110,"601 HWY 110 North, Whitehouse, TX 75791",Ronnie Esposito,75791,BQ843812,Off Premise,Whitehouse,Smith,East Texas Drivers
1846,Brookshire Grocery #43 - HWY 90,"402 E Main Pine Acres, Atlanta, TX 75551",Ronnie Esposito,75551,BQ968806,Off Premise,Atlanta,Cass,East Texas Drivers
1847,Brookshire Grocery #84 - E MAin,"703 HWY 31 East, Chandler, TX 75758",Ronnie Esposito,75758,BQ827413,Off Premise,Chandler,Henderson,East Texas Drivers
1848,Brookshire Grocery #39 - HWY 155,"20100 HWY 155 South, Flint, TX 75762",Ronnie Esposito,75762,BQ827150,Off Premise,Flint,Smith,East Texas Drivers
1850,Brookshire Grocery #8 - HWY 259,"747 HWY 259 North, Kilgore, TX 75662",Ronnie Esposito,75662,BQ540641,Off Premise,Kilgore,Gregg,East Texas Drivers
1853,Brookshire Grocery #31 - N Pacific St,"1224 N Pacific Street, Mineola, TX 75773",Ronnie Esposito,75773,BQ778088,Off Premise,Mineola,Wood,East Texas Drivers
1854,Brookshire Grocery #71 - W Duval St,"506 W Duval Street, Troup, TX 75789",Ronnie Esposito,75789,BQ778094,Off Premise,Troup,Smith,East Texas Drivers
1855,Brookshire Grocery #16 - Mount Pleasant,"308 Ferguson Road, Mount Pleasant, TX 75455",Ronnie Esposito,75455,BQ967428,Off Premise,Mount Pleasant,Titus,East Texas Drivers
1856,Brookshire Grocery #44,"200 W Henderson St., Overton, TX 75684",Ronnie Esposito,75684,BF521224,Off Premise,Overton,Smith,East Texas Drivers
1857,Brookshire Grocery #58 - HWY 37,"306 HWY 37 South, Mount Vernon, TX 75457",Ronnie Esposito,75457,BQ842940,Off Premise,Mount Vernon,FranklinOrig,East Texas Drivers
1859,Kyle's Kwik Stop #5 - Judson Rd,"1401 Judson rd, Longview, TX 75601",Ronnie Esposito,75601,BG808909,Off Premise,Longview,Gregg,East Texas Drivers
1864,Super 1 Foods #612 - E Marshall Ave,"1217 E Marshall Ave, Longveiw, TX 75601",Ronnie Esposito,75601,BQ540510,Off Premise,Longveiw,Gregg,East Texas Drivers
1865,Super 1 Foods #606 - Loop 281,"2301 Loop 281 W, Longveiw, TX 75604",Ronnie Esposito,75604,BQ844038,Off Premise,Longveiw,Gregg,East Texas Drivers
1866,Super 1 Foods #605 - Troup HWY,"3828 Troup HWY, Tyler, TX 75703",Ronnie Esposito,75703,BQ827626,Off Premise,Tyler,Smith,East Texas Drivers
1868,Super 1 Foods #625 - Loop 323,"113 N NW Loop 323, Tyler, TX 75702",Ronnie Esposito,75702,BQ827630,Off Premise,Tyler,Smith,East Texas Drivers
1869,Super 1 Foods #642 - Centennial Pkwy,"172 Centennial Pkwy, Tyler, TX 75703",Ronnie Esposito,75703,BQ924196,Off Premise,Tyler,Smith,East Texas Drivers
1870,Empire Craft Beer and Wine - Allen,"1205 W McDermott Dr., Suite 100, TX 75013",Brian Schick,75013,BF100422,Off Premise,Suite 100,Collin,Ronald Streng
1871,Brews Brothers - Galveston,"2404 Strand St., Galveston, TX 77550",Jami Ontiveros,77550,BQ840673,On Premise,Galveston,Galveston,David Cash
1872,Parden My French - Galveston,"2317 Strand St., Galveston, TX 77550",Jami Ontiveros,77550,BQ932149,On Premise,Galveston,Galveston,David Cash
1875,J. Henry's Draught - Galveston,"1105 Clear Lake City Blvd., Houston, TX 77062",Jami Ontiveros,77062,BG901103,On Premise,HOUSTON,Harris,David Cash
1879,Hardwood beer and Wine - Bedford,"2906 Brown Trail, Bedford, TX 76021",Justin Page,76021,BF996708,Off Premise,Bedford,Tarrant,Justin Stryker
1883,Tom Thumb #3652 - Timbers Rd.,"745 Cross Timbers Rd., Flower Mound, TX 75028",Jeff Martin,75028,BQ455445,Off Premise,Flower Mound,Denton,Ronald Streng
1886,Duff's Famous Wings,"2787 E Southlake BLVD, Southlake, TX 76092",Nathan Zaremba,76092,MB829089,On Premise,Southlake,Tarrant,Justin Stryker
1887,New Main Brewing,"3533 Marathon St, Pantego, TX 76013",Taylor Coward,76013,BP1000868,On Premise,Pantego,Tarrant,James Liston
1889,Spec's #123 - Denton South,"2315 Colorado Blvd., Denton, TX 76205",Jack Stephenson,76205,BF996567,Off Premise,Denton,Denton,Michael Weldon
1890,Fielding's Wood Grill,"1699 Research Forest Dr., Shenandoah, TX 77380",Jami Ontiveros,77380,MB852975,On Premise,Shenandoah,Montgomery,David Cash
1893,Pig Liquors - San Antonio,"519 S Presa, San Antonio, TX 78205",House Accounts DFW,78205,BF744783,Off Premise,San Antonio,Bexar,Joe Castro
1898,Purple Tako - The Colony,"6855 Windhaven Pkwy, The Colony, TX 75056",Nathan Zaremba,75056,RM998644,On Premise,The Colony,Denton,Ronald Streng
1901,Molly's Pub - Houston,"29801-03 Loop 494, HOUSTON, TX 77339",Jami Ontiveros,77339,N 432291,On Premise,HOUSTON,Montgomery,David Cash
1902,Mama's Pizza - Fort Worth,"5800 Camp Bowie Ft. Worth,, Fort Worth, TX 76107",Taylor Coward,76107,BG699978,On Premise,Fort Worth,Tarrant,Jose Vital
1905,Albertsons #4112 - Longview,"3603 McCann Rd., Longview, TX 75604",Ronnie Esposito,75604,BQ844123,Off Premise,Longview,Gregg,East Texas Drivers
1906,Fizola Market - Cedar Park,"700 N Vista Ridge Blvd., CEDAR PARK, TX 78613",Joshua Perez,78613,BQ866569,On Premise,CEDAR PARK,Williamson,Manny Chavez
1909,OffRhodes Craft Beer Station - Landa St.,"133 Landa St., NEW BRAUNFELS, TX 78130",Josh Jennings,78130,BG993449,On Premise,NEW BRAUNFELS,Comal,Manny Chavez
1911,Tapped - Spring,"20444 Kuykendahl Rd., SPRING, TX 77379",Jami Ontiveros,77379,BG969467,On Premise,SPRING,Harris,David Cash
1912,Thistle Draftshop - Spring,"5210 FM 2920, SPRING, TX 77388",Jami Ontiveros,77388,BG964621,On Premise,SPRING,Harris,David Cash
1913,Craft Grill Restaurant - Tomball,"25219 Kuykendahl Rd., Tomball, TX 77375",Jami Ontiveros,77375,MB922190,On Premise,Tomball,Harris,David Cash
1914,Fielding's Local Kitchen - The Woodlands,"26400 Kuykendahl Rd., THE WOODLANDS, TX 77375",Jami Ontiveros,77375,MB908254,On Premise,THE WOODLANDS,Montgomery,David Cash
1923,Eskimo Hut - Austin,"1045 Norwood Park Blvd, AUSTIN, TX 78653",Joshua Perez,78653,BG958476,On Premise,AUSTIN,Travis,Manny Chavez
1938,Kwik Serv - Woodson Rd.,"27328 Woodson Rd., Oak Ridge North, TX 77385",Jami Ontiveros,77385,BF740754,On Premise,Oak Ridge North,Montgomery,David Cash
1945,Cosmic Coffee and Beer Garden - Austin,"121 Pickle Rd., AUSTIN, TX 78704",Tim Vela,78704,MB872381,On Premise,AUSTIN,Travis,Manny Chavez
1946,AJ Spirits Wine & Gifts - Little Elm,"1725 E Eldorado Pkwy, Little Elm, TX 75068",Jeff Martin,75068,BF980730,Off Premise,Little Elm,Denton,Michael Weldon
1949,Nobi Public House - Webster,"241 E Nasa Pkwy, Webster, TX 77598",Jami Ontiveros,77598,BG825144,On Premise,Webster,Harris,David Cash
1953,Mom's Store #5 - Austin,"10900 US 290, AUSTIN, TX 78737",Josh Jennings,78737,BF715153,Off Premise,AUSTIN,Travis,Joe Castro
1954,Dukes - Mount Vernon,"300 IH 30 East, Mount Vernon, TX 75103",Ronnie Esposito,75103,BQ1004210,Off Premise,Mount Vernon,FranklinOrig,East Texas Drivers
1955,The Four Five - Austin,"5212 Manchaca Rd, AUSTIN, TX 78745",Tim Vela,78745,BQ1005293,On Premise,AUSTIN,Travis,Joe Castro
1961,The Hop Stop - Humble,"802 E 1st Street, Humble, TX 77338",Jami Ontiveros,77338,BG925376,On Premise,Humble,Harris,David Cash
1962,Green Door Public House - Dallas,"600 S Harwood St., Dallas, TX 75201",Mason Lowe,75201,MB258785,On Premise,Dallas,Dallas,Joe Fronczek
1963,Alamo Drafthouse - Lake Highlands,"6770 Abrams RD, Dallas, TX 75231",Mason Lowe,75231,MB1009004,On Premise,Dallas,Dallas,Joe Fronczek
1969,Anvil Brewing - Pittsburg,"115 Compress St, Pittsburg, TX 75686",Ronnie Esposito,75686,BG986379,On Premise,Pittsburg,Camp,East Texas Drivers
1973,Cane Island Bar and Grill -Katy,"4747 FM 1463 Ste 100, KATY, TX 77494",Jami Ontiveros,77494,MB971842,On Premise,KATY,Fortbend,David Cash
1981,Oscar's Pub - FW,"6323 Camp Bowie Blvd, Fort Worth, TX 76116",Taylor Coward,76116,MB727739,On Premise,Fort Worth,Tarrant,Jose Vital
1983,Landmark - Fort Worth,"3008 Bledsoe St., Fort Worth, TX 76107",Taylor Coward,76107,MB856691,On Premise,Fort Worth,Tarrant,Joe Fronczek
1987,Brew 30 - Cypress,"15914 Telge Rd., CYPRESS, TX 77429",Jami Ontiveros,77429,BG1001733,On Premise,CYPRESS,Harris,David Cash
1988,Crystal Springs Liquor - Winona,"528 S Main St, Winona, TX 75792",Ronnie Esposito,75792,BF755977,Off Premise,Winona,Smith,East Texas Drivers
1991,Main at South Side - FW,"1002 S Main Street, Fort Worth, TX 76104",Taylor Coward,76104,MB978777,On Premise,Fort Worth,Tarrant,Jose Vital
1997,Barnett's Pub - Waco,"420 Franklin Ave., Waco, TX 76701",Mark Molkenbuhr,76701,MB773193,On Premise,Waco,McLennan,Ronald Streng
1998,Center Court Pizza & Brew - Wilderness Oak,"20711 Wilderness Oak, Suite 113, TX 78258",Josh Jennings,78258,MB918614,On Premise,Suite 113,Bexar,Manny Chavez
2009,Liquor Den - Fort Worth,"6621 N Beach St., Fort Worth, TX 76137",Jeff Martin,76137,BF982238,Off Premise,Fort Worth,Tarrant,James Liston
2010,NewTex Wine & Spirits - Humble,"20669 W Lake Houston Pkwy, Humble, TX 77346",Jami Ontiveros,77346,BF927346,On Premise,Humble,Harris,Alton Dugas
2015,Zippy J's #14 - W Marshall,"1470 W Marshall Ave, Longview, TX 75604",Ronnie Esposito,75604,BQ1006535,Off Premise,Longview,Gregg,East Texas Drivers
2016,The Brass Tap - Roanoke,"856 E Highway 114, Roanoke, TX 76262",Nathan Zaremba,76262,MB996486,On Premise,Roanoke,Denton,Ronald Streng
2021,Brookshire Grocery #13 - Sulphur Springs,"809 Gilmer Rd., Sulphur Springs, TX 75482",Ronnie Esposito,75482,BQ827467,Off Premise,Sulphur Springs,Hopkins,East Texas Drivers
2024,The Yard - Fort Worth,"3017 Morton St,, Fort Worth, TX 76107",Taylor Coward,76107,MB1010975,On Premise,Fort Worth,Tarrant,Jose Vital
2029,Crows Liquors - Fort Worth,"9510 White Settlement Rd., Fort Worth, TX 76108",Justin Page,76108,BF117628,Off Premise,Fort Worth,Tarrant,Jose Vital
2031,Bru City - Arlington,"1004 N Collins St., Arlington, TX 76011",Taylor Coward,76011,BG999976,On Premise,Arlington,Tarrant,Justin Stryker
2032,Brookshire Grocery #11 - Athens,"807 E. Tyler St., Athens, TX 75751",Ronnie Esposito,75751,BQ777581,Off Premise,Athens,Henderson,East Texas Drivers
2033,Brookshire Grocery #68 - Seven Points,"210 S Seven Points Boulevard, Seven Points, TX 75143",Ronnie Esposito,75143,BQ572701,Off Premise,Seven Points,Henderson,East Texas Drivers
2035,Brookshire Grocery #14 - Paris,"925 Clarksville Street, Paris, TX 75460",Ronnie Esposito,75460,BQ725739,Off Premise,Paris,Lamar,East Texas Drivers
2036,Brookshire Grocery #72 - New Boston,"210 N MCCOY BOULEVARD, NEW BOSTON, TX 75570",Ronnie Esposito,75570,BQ929935,Off Premise,NEW BOSTON,Bowie,East Texas Drivers
2037,Super 1 Foods #618 - Texarkana,"2610 RICHMOND ROAD, Texarkana, TX 75503",Ronnie Esposito,75503,BQ893357,Off Premise,Texarkana,Bowie,East Texas Drivers
2039,JACOB'S LIQUOR - Sachse,"7340 HWY 78 SUITE 100, Sachse, TX 75048",Brian Schick,75048,BF1008648,Off Premise,Sachse,Collin,House Accounts DFW
2041,Golf Center of Arlington,"1301 NE GREEN OAKS BOULEVARD, Arlington, TX 76006",Taylor Coward,76006,BG873219,On Premise,Arlington,Tarrant,James Liston
2043,Super 1 Foods #641,"208 N Central Expy, McKinney, TX 75070",Brian Schick,75070,BQ566511,Off Premise,McKinney,Collin,Ronald Streng
2047,Brookshire Grocery #69 - Midlothian,"1400 E Main St., Midlothian, TX 76065",Brandon Byrd,76065,BQ682253,Off Premise,Midlothian,Ellis,Jose Vital
